title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
She Won't Trade It For Nothing,Keren Ann,spotify:track:3fNUsO025nM7WBC48LehSq,0.521,0.276,7.0,-13.949,1.0,0.0327,0.865,0.698,0.113,0.276,117.969,3fNUsO025nM7WBC48LehSq,170187.0,4.0
You Were On Fire,Keren Ann,spotify:track:3TyHxmmJqZsL7QY0vOCdUH,0.286,0.442,1.0,-8.451,0.0,0.0323,0.631,0.88,0.141,0.057,133.062,3TyHxmmJqZsL7QY0vOCdUH,235133.0,4.0
Blood On My Hands,Keren Ann,spotify:track:6RvMZzm7ccOjvow2X6wtco,0.699,0.686,2.0,-8.169,1.0,0.0315,0.584,0.459,0.081,0.483,129.968,6RvMZzm7ccOjvow2X6wtco,225187.0,4.0
Song From A Tour Bus,Keren Ann,spotify:track:5EkEXnO18ItCvUoOb9Nhn3,0.354,0.299,10.0,-11.663,1.0,0.032,0.775,0.298,0.152,0.155,123.404,5EkEXnO18ItCvUoOb9Nhn3,219920.0,4.0
Strange Weather,Keren Ann,spotify:track:4LEk4Ftyhog7f66j2W9nqe,0.134,0.238,10.0,-11.06,0.0,0.0337,0.898,0.846,0.21,0.0381,67.317,4LEk4Ftyhog7f66j2W9nqe,326973.0,4.0
101,Keren Ann,spotify:track:3mEPnMsRiAihz2zn2GnXL7,0.467,0.669,0.0,-10.311,1.0,0.0413,0.088,0.842,0.0913,0.339,115.049,3mEPnMsRiAihz2zn2GnXL7,329600.0,4.0
"Daddy, You Been On My Mind",Keren Ann,spotify:track:5d6lQblY4o1RC2g1hdK12U,0.3,0.187,11.0,-13.824,1.0,0.0356,0.865,0.103,0.107,0.197,116.846,5d6lQblY4o1RC2g1hdK12U,219773.0,4.0
Sunday Lover,Guano Apes,spotify:track:5gswZXoFmujx3QGqi6xuUp,0.41,0.923,10.0,-5.643,1.0,0.0615,1.36e-05,0.00294,0.0948,0.363,160.019,5gswZXoFmujx3QGqi6xuUp,238387.0,4.0
Oh What A Night,Guano Apes,spotify:track:5VIjvQ37rHrxgTXmjsLvMV,0.479,0.979,7.0,-2.112,0.0,0.139,0.000537,0.00254,0.417,0.556,93.551,5VIjvQ37rHrxgTXmjsLvMV,192387.0,4.0
When the Ships Arrive,Guano Apes,spotify:track:6d9z9KsmfikZuw9e2ze1y5,0.484,0.925,2.0,-4.418,1.0,0.0428,0.00287,0.0,0.074,0.365,104.027,6d9z9KsmfikZuw9e2ze1y5,245147.0,4.0
This Time,Guano Apes,spotify:track:3GOdScIbxU6wB24FfqoLvv,0.503,0.811,10.0,-5.154,1.0,0.0354,0.000314,0.0,0.184,0.245,124.992,3GOdScIbxU6wB24FfqoLvv,231747.0,4.0
She's A Killer,Guano Apes,spotify:track:3hRJncWzSAM9hcYOVd8Xcy,0.436,0.942,0.0,-3.047,1.0,0.0448,4.01e-06,0.0719,0.368,0.59,167.999,3hRJncWzSAM9hcYOVd8Xcy,195387.0,4.0
Tiger,Guano Apes,spotify:track:4LE44dLXjTmobubVxRO9QI,0.465,0.969,9.0,-3.039,1.0,0.0705,0.000124,3.21e-05,0.129,0.891,160.031,4LE44dLXjTmobubVxRO9QI,153253.0,4.0
Fanman,Guano Apes,spotify:track:34Taouwmzi2s3XGce24ZoV,0.502,0.912,3.0,-4.572,0.0,0.0695,0.000266,0.00254,0.577,0.616,158.054,34Taouwmzi2s3XGce24ZoV,231547.0,4.0
All I Wanna Do,Guano Apes,spotify:track:0t7bQCB6aXo2cUlub83hPm,0.519,0.944,7.0,-3.57,1.0,0.0572,2.46e-05,0.324,0.128,0.544,157.949,0t7bQCB6aXo2cUlub83hPm,185373.0,4.0
Fire In Your Eyes,Guano Apes,spotify:track:7pBvv3yYJisMsegaXdA1vw,0.517,0.972,2.0,-3.726,0.0,0.0699,0.000306,0.0,0.113,0.527,139.97,7pBvv3yYJisMsegaXdA1vw,278427.0,4.0
Carol And Shine,Guano Apes,spotify:track:38AeR8D4HrExUdnbhJtrX6,0.44,0.99,8.0,-3.361,0.0,0.0684,8.59e-05,0.707,0.209,0.507,159.941,38AeR8D4HrExUdnbhJtrX6,204840.0,4.0
Staring at the Sun,Guano Apes,spotify:track:6ryNlqXoNgEB34sL9mxaE3,0.453,0.982,8.0,-3.311,1.0,0.0935,0.000434,0.00337,0.342,0.698,168.04,6ryNlqXoNgEB34sL9mxaE3,191520.0,4.0
Trust,Guano Apes,spotify:track:6FIbYroSDXS7WhJzNPQyOJ,0.449,0.976,8.0,-3.103,1.0,0.0898,1.64e-05,0.0195,0.333,0.434,160.009,6FIbYroSDXS7WhJzNPQyOJ,205760.0,4.0
Running out the Darkness,Guano Apes,spotify:track:2l63sUjT6vLYvpqo1iRsvA,0.38,0.941,5.0,-5.135,0.0,0.0998,6.65e-05,2.09e-05,0.0628,0.502,180.025,2l63sUjT6vLYvpqo1iRsvA,202453.0,4.0
Fire,Guano Apes,spotify:track:47S6VvZRPgkyIyofwZihEA,0.443,0.962,2.0,-3.971,0.0,0.0597,1.13e-05,0.00703,0.183,0.468,159.944,47S6VvZRPgkyIyofwZihEA,228080.0,4.0
Brother To Brother,Firefox AK,spotify:track:4psm1mhnhEQx3QxOkHnbfE,0.552,0.449,4.0,-8.103,1.0,0.0277,0.307,8.67e-06,0.916,0.391,155.074,4psm1mhnhEQx3QxOkHnbfE,221547.0,4.0
The Way That I Do,Firefox AK,spotify:track:1rORpYHkJFlbl8Efghqw8b,0.597,0.732,11.0,-6.614,0.0,0.033,0.12,9.76e-05,0.397,0.549,130.043,1rORpYHkJFlbl8Efghqw8b,240293.0,4.0
Boom Boom Boom,Firefox AK,spotify:track:4SOYO8NZIs94nB0kGq2bru,0.616,0.802,10.0,-7.215,0.0,0.0324,0.00774,0.0829,0.096,0.61,133.173,4SOYO8NZIs94nB0kGq2bru,239400.0,4.0
The Wind,Firefox AK,spotify:track:4VGXY0Fa7fkwiOtO5b6JHx,0.53,0.694,9.0,-7.302,0.0,0.0529,0.566,0.0246,0.113,0.487,174.979,4VGXY0Fa7fkwiOtO5b6JHx,199973.0,4.0
Heavy With Rain,Firefox AK,spotify:track:10WYYjlzAON4TOGpndQ9Hu,0.672,0.476,11.0,-6.799,0.0,0.0316,0.881,0.00716,0.0907,0.555,139.977,10WYYjlzAON4TOGpndQ9Hu,193640.0,4.0
Color The Trees,Firefox AK,spotify:track:1Ek3l5gdwj1xD55N2yuq34,0.713,0.71,9.0,-3.848,0.0,0.0293,0.243,0.0098,0.0689,0.524,130.012,1Ek3l5gdwj1xD55N2yuq34,285120.0,4.0
Honey Locust,Firefox AK,spotify:track:6McmrkCMUicGCJG7UDnQu2,0.642,0.821,11.0,-4.857,0.0,0.03,0.00736,0.0153,0.107,0.442,122.993,6McmrkCMUicGCJG7UDnQu2,303413.0,4.0
Old City Delusion,Firefox AK,spotify:track:0lqNbWphzFJN7lG2Gub1v9,0.639,0.565,0.0,-8.428,0.0,0.0376,0.197,0.312,0.0827,0.121,117.933,0lqNbWphzFJN7lG2Gub1v9,254480.0,4.0
Between These Walls,Firefox AK,spotify:track:6quZOLvFT9bG0CS6glPji0,0.427,0.151,9.0,-11.123,1.0,0.0403,0.953,4.89e-06,0.0734,0.136,102.28,6quZOLvFT9bG0CS6glPji0,148187.0,4.0
My Sister And I,Firefox AK,spotify:track:32yE9A6vnijlomRzTTI5S2,0.717,0.623,3.0,-7.796,0.0,0.0403,0.374,0.00258,0.0816,0.385,116.912,32yE9A6vnijlomRzTTI5S2,193587.0,4.0
Radiant With You,Firefox AK,spotify:track:2t0If7kAe4Ffyv6M0E5bCB,0.662,0.647,11.0,-5.392,0.0,0.0363,0.0696,0.00516,0.0698,0.61,84.998,2t0If7kAe4Ffyv6M0E5bCB,225040.0,4.0
Jealousy,Will Young,spotify:track:5dp4kFl85lkSnww7O6J15B,0.654,0.622,0.0,-6.455,0.0,0.0402,0.0032,0.000117,0.0994,0.325,122.019,5dp4kFl85lkSnww7O6J15B,246680.0,4.0
Come On,Will Young,spotify:track:7J2996AXHFzODh9qHBASju,0.72,0.568,1.0,-8.522,1.0,0.0343,0.0402,0.0255,0.0868,0.312,132.941,7J2996AXHFzODh9qHBASju,191507.0,4.0
Lie Next to Me,Will Young,spotify:track:4xhY4V16sNK82gw5iL47xG,0.604,0.524,0.0,-8.621,1.0,0.0372,0.0238,0.0,0.206,0.323,129.996,4xhY4V16sNK82gw5iL47xG,217253.0,4.0
I Just Want a Lover,Will Young,spotify:track:0qQYB2i3kxngBo80IVN66o,0.82,0.511,0.0,-7.592,0.0,0.0834,0.0145,0.00178,0.1,0.691,106.007,0qQYB2i3kxngBo80IVN66o,205187.0,4.0
Runaway,Will Young,spotify:track:6cfvgfC9irLCUwuldbZpfe,0.666,0.66,1.0,-9.022,1.0,0.0256,0.179,0.00318,0.0843,0.561,114.988,6cfvgfC9irLCUwuldbZpfe,281827.0,4.0
Outsider,Will Young,spotify:track:6rcOGl8HXlcdiMByg6Ehpq,0.43,0.0758,9.0,-14.938,0.0,0.0367,0.983,7.53e-06,0.281,0.293,114.975,6rcOGl8HXlcdiMByg6Ehpq,166827.0,4.0
Silent Valentine,Will Young,spotify:track:3IbJYYsu2ycG35rGNBjhhW,0.584,0.466,0.0,-9.487,1.0,0.0268,0.0713,0.00634,0.0952,0.127,96.03,3IbJYYsu2ycG35rGNBjhhW,239587.0,4.0
Losing Myself,Will Young,spotify:track:6h2y1hl8ISQySSgaryK8yE,0.711,0.666,9.0,-7.541,0.0,0.0265,0.112,2.33e-05,0.0935,0.441,106.928,6h2y1hl8ISQySSgaryK8yE,239667.0,4.0
Personal Thunder,Will Young,spotify:track:4FuURBZtFDfixpYfI8M72g,0.702,0.486,0.0,-10.04,0.0,0.0315,0.0841,0.000215,0.179,0.117,115.025,4FuURBZtFDfixpYfI8M72g,292867.0,4.0
Hearts On Fire,Will Young,spotify:track:17VEdWMS2MucGmklJS2TD8,0.614,0.632,4.0,-9.904,0.0,0.0293,0.0971,0.000749,0.0938,0.228,120.974,17VEdWMS2MucGmklJS2TD8,294253.0,4.0
Happy Now,Will Young,spotify:track:1hDbaShZ4w4nP1XCQlYpdd,0.627,0.653,7.0,-7.708,0.0,0.0302,0.0568,0.0,0.0987,0.44,135.925,1hDbaShZ4w4nP1XCQlYpdd,210680.0,4.0
Good Things,Will Young,spotify:track:6GiD7tnpwthRq4DWZzkcNY,0.677,0.794,6.0,-7.98,1.0,0.0545,0.00476,0.0139,0.0649,0.687,111.031,6GiD7tnpwthRq4DWZzkcNY,252347.0,4.0
Safe From Harm,Will Young,spotify:track:4wxqhpQqPBj5BO7bhAVrqG,0.715,0.62,2.0,-8.697,1.0,0.0453,0.311,0.000258,0.086,0.135,115.042,4wxqhpQqPBj5BO7bhAVrqG,213413.0,4.0
Marry The Night,Lady Gaga,spotify:track:02d1E4NRuh7OEQO4vCb9PD,0.612,0.877,0.0,-4.43,1.0,0.064,0.000992,0.00563,0.462,0.38,131.068,02d1E4NRuh7OEQO4vCb9PD,264520.0,4.0
Born This Way,Lady Gaga,spotify:track:30XU4suKzCeoCK9YFzdufg,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.494,123.907,30XU4suKzCeoCK9YFzdufg,260253.0,4.0
Government Hooker,Lady Gaga,spotify:track:6LGwEHsFbxt7BgDwGXqFgj,0.662,0.797,7.0,-6.735,1.0,0.0356,0.000141,0.0508,0.64,0.51,119.98,6LGwEHsFbxt7BgDwGXqFgj,254267.0,4.0
Judas,Lady Gaga,spotify:track:7F25roCtYi55JouckaayPC,0.664,0.934,10.0,-3.848,0.0,0.0697,0.00108,2.77e-05,0.27,0.53,130.982,7F25roCtYi55JouckaayPC,249067.0,4.0
Americano,Lady Gaga,spotify:track:1sRByD63uI8ZJAOSPDczXF,0.608,0.848,1.0,-5.086,1.0,0.0326,0.000622,3.93e-06,0.429,0.338,127.999,1sRByD63uI8ZJAOSPDczXF,246533.0,4.0
Hair,Lady Gaga,spotify:track:4u8q2Gddnu8jqCFzxm5IZs,0.57,0.923,5.0,-3.433,1.0,0.063,0.00116,9.01e-06,0.141,0.403,135.006,4u8q2Gddnu8jqCFzxm5IZs,307893.0,4.0
ScheiBe,Lady Gaga,spotify:track:7DXGKFjM7GNkJd32oXstGY,0.739,0.97,5.0,-4.885,0.0,0.118,0.0049,1.06e-06,0.273,0.519,131.003,7DXGKFjM7GNkJd32oXstGY,225467.0,4.0
Bloody Mary,Lady Gaga,spotify:track:53jnnqFSRGMDB9ADrNriCA,0.591,0.637,9.0,-6.365,0.0,0.03,0.0107,1.95e-06,0.113,0.432,99.998,53jnnqFSRGMDB9ADrNriCA,244760.0,4.0
Black Jesus + Amen Fashion,Lady Gaga,spotify:track:1yYwew5LDQhhiUEHVq4Dnp,0.695,0.875,2.0,-4.319,1.0,0.0567,0.00841,0.0222,0.653,0.353,120.043,1yYwew5LDQhhiUEHVq4Dnp,216293.0,4.0
Bad Kids,Lady Gaga,spotify:track:3V0kjls4TwzpkhTfILFiCj,0.676,0.745,1.0,-6.244,0.0,0.0294,4.37e-05,0.00151,0.113,0.426,120.03,3V0kjls4TwzpkhTfILFiCj,230973.0,4.0
Fashion Of His Love,Lady Gaga,spotify:track:5DvkRKRmPF2cn7Rf3Kc2TZ,0.647,0.947,9.0,-4.707,1.0,0.0483,0.000552,0.0,0.0864,0.355,123.061,5DvkRKRmPF2cn7Rf3Kc2TZ,219107.0,4.0
Highway Unicorn (Road To Love),Lady Gaga,spotify:track:7dCd3GD3UvQSsbR7V5dlkM,0.559,0.767,0.0,-6.691,1.0,0.0355,0.000315,2.73e-05,0.63,0.276,127.973,7dCd3GD3UvQSsbR7V5dlkM,255747.0,4.0
Heavy Metal Lover,Lady Gaga,spotify:track:1UmrspTydTpzWfYqWUKXLg,0.6,0.649,1.0,-8.384,1.0,0.0593,7.76e-05,0.14,0.218,0.688,115.952,1UmrspTydTpzWfYqWUKXLg,252547.0,4.0
Electric Chapel,Lady Gaga,spotify:track:7B0zSMcY1H98W9uRCPrc33,0.676,0.916,9.0,-4.511,0.0,0.0394,0.00135,0.00142,0.274,0.8,128.024,7B0zSMcY1H98W9uRCPrc33,252240.0,4.0
The Queen,Lady Gaga,spotify:track:0sUT8GAOF12VKvqJIMtUGP,0.368,0.833,6.0,-5.869,0.0,0.0464,0.000154,0.00651,0.0545,0.482,143.982,0sUT8GAOF12VKvqJIMtUGP,316520.0,4.0
You And I,Lady Gaga,spotify:track:1ADciGUxOaUbBFd0rpYx7d,0.521,0.701,2.0,-5.238,1.0,0.0458,0.0892,0.0,0.0876,0.518,127.087,1ADciGUxOaUbBFd0rpYx7d,307360.0,4.0
The Edge Of Glory,Lady Gaga,spotify:track:57F80059mWaWFvWG3tBTbO,0.583,0.768,9.0,-6.477,1.0,0.041,0.000323,0.0162,0.109,0.357,127.952,57F80059mWaWFvWG3tBTbO,320547.0,4.0
Born This Way - The Country Road Version,Lady Gaga,spotify:track:2elGnFbtApIokL2MUooMeZ,0.566,0.594,11.0,-6.161,1.0,0.0301,0.0736,0.0,0.174,0.496,123.945,2elGnFbtApIokL2MUooMeZ,261480.0,4.0
Judas - DJ White Shadow Remix,"Lady Gaga, DJ White Shadow",spotify:track:0bWfxPhxOepDV01eMECRYl,0.78,0.473,1.0,-7.818,1.0,0.0385,0.00203,0.422,0.0959,0.213,130.998,0bWfxPhxOepDV01eMECRYl,247480.0,4.0
Marry The Night - Zedd Remix,"Lady Gaga, Zedd",spotify:track:451LbKieOS7W3VMA1OaJKw,0.632,0.827,9.0,-5.983,0.0,0.105,0.00379,0.0043,0.283,0.341,131.007,451LbKieOS7W3VMA1OaJKw,260573.0,4.0
Scheiße - DJ White Shadow Mugler,"Lady Gaga, DJ White Shadow",spotify:track:7BrZaypG7PzZMSEZ8cQBGx,0.704,0.803,5.0,-6.719,0.0,0.0618,0.026,2.48e-05,0.774,0.299,131.013,7BrZaypG7PzZMSEZ8cQBGx,575240.0,4.0
Fashion Of His Love - Fernando Garibay Remix,"Lady Gaga, Fernando Garibay",spotify:track:0U9eU3pnA9ryE8AimH3xMW,0.607,0.813,9.0,-6.051,1.0,0.0539,7.83e-05,1.2e-05,0.209,0.526,122.988,0U9eU3pnA9ryE8AimH3xMW,225307.0,4.0
Born This Way - Jost & Naaf Remix,Lady Gaga,spotify:track:0SbJ3giZe1jAZgnO4dPaC9,0.543,0.919,4.0,-3.994,1.0,0.0838,1.67e-05,0.00471,0.31,0.7,123.903,0SbJ3giZe1jAZgnO4dPaC9,359053.0,4.0
Good News,Lena,spotify:track:6hxQfMCpfqBxsoAyjl5v9T,0.76,0.187,5.0,-10.082,0.0,0.0375,0.92,0.0,0.141,0.489,114.393,6hxQfMCpfqBxsoAyjl5v9T,186760.0,4.0
What Happened To Me,Lena,spotify:track:2YKMN8wsSiIQqRF4FN3bPm,0.869,0.583,1.0,-8.52,1.0,0.0356,0.503,0.000328,0.157,0.963,132.912,2YKMN8wsSiIQqRF4FN3bPm,219373.0,4.0
A Million And One,Lena,spotify:track:43jvGddKFdsEJEy2LsAL9J,0.833,0.575,6.0,-8.868,1.0,0.034,0.577,0.0,0.112,0.756,118.002,43jvGddKFdsEJEy2LsAL9J,192680.0,4.0
Maybe,Lena,spotify:track:2ZlR7I3XOhquOGpk8xnxns,0.705,0.472,2.0,-7.794,1.0,0.0467,0.587,0.0,0.123,0.524,88.036,2ZlR7I3XOhquOGpk8xnxns,188173.0,4.0
I Like You,Lena,spotify:track:7kHTZMWkQAxQPwFepDmkXY,0.437,0.316,11.0,-12.088,1.0,0.101,0.766,7.31e-05,0.108,0.442,85.956,7kHTZMWkQAxQPwFepDmkXY,171627.0,4.0
Mama Told Me,Lena,spotify:track:0y3pnalRUYTRaTCorm5hJB,0.927,0.709,2.0,-6.702,1.0,0.0344,0.116,0.000162,0.0689,0.784,105.002,0y3pnalRUYTRaTCorm5hJB,171453.0,4.0
Push Forward,Lena,spotify:track:5hnhWSkIcP7KVvtBnMkdqd,0.633,0.295,10.0,-11.022,1.0,0.031,0.871,2.22e-05,0.102,0.306,127.827,5hnhWSkIcP7KVvtBnMkdqd,217453.0,4.0
A Good Day,Lena,spotify:track:40l9yZQ2VYM8nZhFt6R2Ag,0.776,0.452,11.0,-8.704,0.0,0.0303,0.533,0.000197,0.0831,0.3,118.999,40l9yZQ2VYM8nZhFt6R2Ag,199440.0,4.0
Taken By A Stranger,Lena,spotify:track:16u0Z1ZVPD9NiB3JVt3rsP,0.804,0.284,0.0,-10.183,0.0,0.058,0.522,0.0868,0.109,0.122,159.993,16u0Z1ZVPD9NiB3JVt3rsP,206600.0,3.0
Teenage Girls,Lena,spotify:track:0cLKnTgjT5QfWnyyVasnTd,0.747,0.353,5.0,-9.122,1.0,0.0431,0.876,0.000283,0.149,0.232,137.012,0cLKnTgjT5QfWnyyVasnTd,194693.0,4.0
That Again,Lena,spotify:track:2pzfATD8Ghe2YlFpfdsSgc,0.82,0.552,1.0,-8.36,1.0,0.0376,0.26,0.000198,0.0889,0.672,145.131,2pzfATD8Ghe2YlFpfdsSgc,183240.0,4.0
At All,Lena,spotify:track:6Ve9wIseQk9hbGZ5tS6upP,0.782,0.52,1.0,-9.466,1.0,0.0537,0.325,0.0028,0.0542,0.679,89.979,6Ve9wIseQk9hbGZ5tS6upP,201813.0,4.0
When We Were Young,Take That,spotify:track:4fK9qPkOeCYbbNdHAdjsEz,0.55,0.645,7.0,-9.079,1.0,0.0302,0.541,0.0,0.122,0.229,112.021,4fK9qPkOeCYbbNdHAdjsEz,274947.0,4.0
Man,Take That,spotify:track:3sSbxF5Qsl93o5aA9Y7PWn,0.66,0.857,0.0,-6.727,0.0,0.0641,0.00498,0.0013,0.57,0.619,127.002,3sSbxF5Qsl93o5aA9Y7PWn,279293.0,4.0
Love Love,Take That,spotify:track:4alxKvdRtItAJCz0gSeAM1,0.638,0.911,5.0,-4.641,1.0,0.0504,0.0142,0.0,0.103,0.744,119.993,4alxKvdRtItAJCz0gSeAM1,223773.0,4.0
The Day The Work Is Done,Take That,spotify:track:5y437Lo1IF8ztuvKOoUJXq,0.585,0.77,8.0,-6.662,0.0,0.0461,0.188,0.0,0.112,0.297,125.913,5y437Lo1IF8ztuvKOoUJXq,244547.0,4.0
Beautiful,Take That,spotify:track:7HLXfIbl6OzHJ7w6YAz0G3,0.541,0.847,8.0,-5.499,1.0,0.0536,0.00208,0.0,0.112,0.865,134.98,7HLXfIbl6OzHJ7w6YAz0G3,254800.0,4.0
Don't Say Goodbye,Take That,spotify:track:1dOXU6LjVYEBKr9SNDFN8P,0.435,0.81,4.0,-6.524,0.0,0.0878,0.39,0.0,0.113,0.453,92.914,1dOXU6LjVYEBKr9SNDFN8P,234373.0,4.0
Aliens,Take That,spotify:track:3aI5sxNPsbynQSkKqg54hz,0.546,0.806,2.0,-5.933,0.0,0.0672,0.0021,0.000318,0.07,0.636,150.029,3aI5sxNPsbynQSkKqg54hz,288627.0,4.0
Wonderful World,Take That,spotify:track:5VeBdpFABnHH0xrpC62q09,0.54,0.592,5.0,-9.636,1.0,0.0398,0.394,0.0143,0.0814,0.247,120.03,5VeBdpFABnHH0xrpC62q09,298360.0,4.0
The Flood,Take That,spotify:track:1onSzBfltPzkOuS1yyhSMB,0.511,0.822,11.0,-6.029,0.0,0.0562,0.0372,4.02e-06,0.12,0.14,100.608,1onSzBfltPzkOuS1yyhSMB,289360.0,4.0
SOS,Take That,spotify:track:3CnSZwFbflbBYkXtwmLMbN,0.504,0.928,4.0,-3.906,1.0,0.142,0.0124,0.0,0.37,0.724,144.957,3CnSZwFbflbBYkXtwmLMbN,224402.0,4.0
Wait,Take That,spotify:track:1YUN78wKdfAt1AhagJ4fQ7,0.665,0.854,1.0,-6.697,1.0,0.0404,0.0357,6.49e-05,0.515,0.551,123.497,1YUN78wKdfAt1AhagJ4fQ7,254998.0,4.0
Kidz,Take That,spotify:track:2cIb9n5lo9OXkpnQPUNbgQ,0.627,0.862,7.0,-4.842,0.0,0.152,0.00533,0.000101,0.59,0.555,122.196,2cIb9n5lo9OXkpnQPUNbgQ,282411.0,4.0
Pretty Things,Take That,spotify:track:5g3cOARy36MdxTkt31uW3w,0.723,0.726,11.0,-6.855,1.0,0.0243,0.137,0.000154,0.0966,0.684,102.008,5g3cOARy36MdxTkt31uW3w,243788.0,4.0
Happy Now,Take That,spotify:track:3QH43ObrAKYkYkwRkzA5k8,0.617,0.851,9.0,-6.153,0.0,0.0548,0.0236,0.00323,0.14,0.582,130.991,3QH43ObrAKYkYkwRkzA5k8,242974.0,4.0
Underground Machine,Take That,spotify:track:77wqXKdhKylG2QHXm9uuDW,0.603,0.926,9.0,-5.283,0.0,0.136,0.00135,0.000355,0.165,0.514,120.046,77wqXKdhKylG2QHXm9uuDW,255518.0,4.0
What Do You Want From Me?,Take That,spotify:track:2L36EDy3CecKKuFvt1rl0n,0.588,0.651,1.0,-6.18,0.0,0.0284,0.142,2.64e-05,0.108,0.376,135.653,2L36EDy3CecKKuFvt1rl0n,277668.0,4.0
Affirmation,Take That,spotify:track:24ej2zcQCjIku5t4XbxlzS,0.593,0.875,6.0,-6.23,1.0,0.052,0.0139,0.00411,0.0852,0.784,160.027,24ej2zcQCjIku5t4XbxlzS,234387.0,4.0
Eight Letters,Take That,spotify:track:3pd5jaeUD1VUD2yzu52FAN,0.61,0.63,1.0,-7.445,1.0,0.0271,0.414,0.0,0.36,0.181,97.025,3pd5jaeUD1VUD2yzu52FAN,280967.0,4.0
Flowerbed,Take That,spotify:track:5ZGgSAeAaxt0WwOGjtcLQp,0.177,0.499,4.0,-8.036,1.0,0.0413,0.889,0.554,0.107,0.052,207.549,5ZGgSAeAaxt0WwOGjtcLQp,225618.0,4.0
Son,Milow,spotify:track:0vHlnHgKcvg59VCLCKCEMW,0.689,0.418,3.0,-11.387,1.0,0.0284,0.472,0.476,0.109,0.417,131.033,0vHlnHgKcvg59VCLCKCEMW,185520.0,4.0
She Might She Might,Milow,spotify:track:3eaWxV606Z6uHusd9uI7rI,0.615,0.61,5.0,-6.83,1.0,0.0445,0.134,8.23e-06,0.101,0.551,146.233,3eaWxV606Z6uHusd9uI7rI,172987.0,4.0
You And Me (In My Pocket),Milow,spotify:track:0YGYavjG16CHILnRdBJczC,0.768,0.669,6.0,-7.869,1.0,0.0388,0.214,0.000164,0.153,0.814,133.999,0YGYavjG16CHILnRdBJczC,195907.0,4.0
Little In The Middle,Milow,spotify:track:3nS9BE0Pw0bgkJszb1QHE8,0.708,0.808,11.0,-6.199,1.0,0.0348,0.0606,4.42e-05,0.251,0.91,143.016,3nS9BE0Pw0bgkJszb1QHE8,179947.0,4.0
Building Bridges,Milow,spotify:track:0d6PcvqDh8C0ZYAkMDe19T,0.429,0.384,3.0,-11.409,1.0,0.0346,0.573,0.000829,0.134,0.384,171.865,0d6PcvqDh8C0ZYAkMDe19T,184587.0,4.0
Never Gonna Stop,Milow,spotify:track:0RRU5KbVzwlKc8swZLGlGz,0.662,0.649,2.0,-6.936,0.0,0.111,0.173,0.000765,0.124,0.632,170.013,0RRU5KbVzwlKc8swZLGlGz,191373.0,4.0
Rambo,Milow,spotify:track:3JFVrvet7z6kyGaxOuArr4,0.624,0.715,4.0,-7.581,1.0,0.0332,0.0376,0.0,0.2,0.589,92.965,3JFVrvet7z6kyGaxOuArr4,151973.0,4.0
California Rain,Milow,spotify:track:5vWJfF0MkP5MUZlfOEFaDU,0.598,0.571,1.0,-6.66,1.0,0.0251,0.0312,5.08e-05,0.09,0.307,103.009,5vWJfF0MkP5MUZlfOEFaDU,211280.0,4.0
Move To Town,Milow,spotify:track:2h2XdnJMXhBCZVMmks3q78,0.383,0.399,3.0,-8.367,1.0,0.036,0.564,0.0,0.137,0.396,153.631,2h2XdnJMXhBCZVMmks3q78,205253.0,3.0
The Kingdom,Milow,spotify:track:2ynOpaO8jgdu2Rk4Yf8EKy,0.505,0.423,6.0,-7.96,1.0,0.0274,0.217,9.6e-05,0.107,0.179,153.487,2ynOpaO8jgdu2Rk4Yf8EKy,245053.0,4.0
KGB,Milow,spotify:track:71LpY2jE2sYHhb9VUok8lq,0.54,0.562,5.0,-9.056,1.0,0.0299,0.383,0.132,0.1,0.291,84.009,71LpY2jE2sYHhb9VUok8lq,269800.0,4.0
Happiness,Alexis Jordan,spotify:track:3eZixX4yXHV1jMqZrrqHsF,0.711,0.748,8.0,-7.318,1.0,0.131,0.133,0.0,0.461,0.489,127.99,3eZixX4yXHV1jMqZrrqHsF,243667.0,4.0
Good Girl,Alexis Jordan,spotify:track:3Yq96qLlfUbM7oVUedIxjJ,0.719,0.591,9.0,-5.503,1.0,0.0429,0.122,0.0,0.0783,0.576,126.977,3Yq96qLlfUbM7oVUedIxjJ,236400.0,4.0
How You Like Me Now,Alexis Jordan,spotify:track:2TIlGmKhUYdA1D4NausTZv,0.515,0.773,4.0,-3.417,1.0,0.0516,0.0622,0.0,0.111,0.566,168.045,2TIlGmKhUYdA1D4NausTZv,193200.0,4.0
Say That,Alexis Jordan,spotify:track:3Oh0OrUOQeWS8sW2kGjfy5,0.733,0.555,4.0,-5.442,1.0,0.145,0.109,0.0,0.104,0.591,81.965,3Oh0OrUOQeWS8sW2kGjfy5,203600.0,4.0
Love Mist,Alexis Jordan,spotify:track:1mmOn0plNbTzhcMA0CD81f,0.653,0.789,1.0,-5.28,1.0,0.0351,0.115,0.0,0.0493,0.758,94.002,1mmOn0plNbTzhcMA0CD81f,199533.0,4.0
